code,total,ninni_zahyou,kokyo_zahyou,special_chiban
20309,95247,1955,80090,13202
20321,91982,1545,79750,10687
20323,53084,2391,42644,8049
20324,57441,0,45005,12436
20349,41832,28895,7591,5346
20350,60925,246,52470,8209
20361,50079,45996,346,3737
20362,102105,6805,81823,13477
20363,40432,29706,7470,3256
20382,82744,25773,40871,16100
20383,79809,5424,62716,11669
20384,48394,20748,23056,4590
20385,34256,0,28658,5598
20386,45083,13154,26570,5359
20388,22047,5007,14975,2065
20402,68130,42,62034,6054
20403,60889,322,51364,9203
20404,57272,1435,48757,7080
20407,75092,817,63915,10360
20409,7716,791,5777,1148
20410,19812,0,16747,3065
20411,37118,35,31134,5949
20412,10693,235,8264,2194
20413,23858,9042,11869,2947
20414,26260,174,21876,4210
20415,44921,16,39021,5884
20416,54942,0,46426,8516
20417,27610,8186,15529,3895
20422,29882,23701,3509,2672
20423,47372,11967,28452,6953
20425,28123,2645,20561,4917
20429,14210,3069,8985,2156
20430,27664,3996,19718,3950
20432,132574,52829,65043,14702
20446,39612,30208,5267,4137
20448,49194,17556,25967,5671
20450,22581,2148,17698,2735
20451,23335,20514,1010,1811
20452,82323,62236,8912,11175
20481,63372,31053,26255,6064
20482,33858,3340,25781,4737
20485,102410,64124,25454,12832
20486,103426,97683,861,4882
20521,72477,46491,18849,7137
20541,38961,36316,54,2591
20543,38192,6593,26858,4741
20561,46790,2113,40427,4250
20562,45377,33480,7147,4750
20563,38222,32290,2841,3091
20581,88,1,0,87
20583,75895,11611,54638,9646
20588,103294,1771,89121,12402
20589,2,0,0,2
20590,88007,29690,46362,11955
20602,54872,13913,33481,7478
21201,453836,364096,64131,25609
21202,271779,236318,13151,22310
21203,591302,506490,49375,35437
21204,131821,107840,18651,5330
21205,324055,272436,31523,20096
21206,381987,239842,118781,23364
21207,101288,93265,2618,5405
21208,138265,84663,46671,6931
21209,121517,107682,5085,8750
21210,283998,137219,125720,21059
21211,133606,93690,33290,6626
21212,106445,58041,41311,7093
21213,169189,151666,12091,5432
21214,149740,134036,9985,5719
21215,133714,124637,1719,7358
21216,85225,72573,7679,4973
21217,254330,187628,41666,25036
21218,151359,86014,47409,17936
21219,461664,416280,19563,25821
21220,376703,334547,20571,21585
21221,117771,69858,39184,8729
21302,25322,23372,20,1930
21303,25627,23206,367,2054
21341,113460,99929,5972,7559
21361,77690,62729,10643,4318
21362,42339,39129,223,2987
21381,38329,31044,4444,2841
21382,44447,36687,5081,2679
21383,52304,49035,0,3269
21401,213180,175302,18217,19661
21403,63157,56025,3503,3629
21404,56421,35979,15987,4455
21421,16720,10305,5807,608
21481,2,2,0,0
21483,3,3,0,0
21501,20779,19653,484,642
21502,22328,17758,3464,1106
21503,40485,28883,9194,2408
21504,58907,52337,2299,4271
21505,91697,84256,3543,3898
21506,115262,67053,40158,8051
21507,30639,15615,12436,2588
21521,58826,50830,4531,3465
21523,3,2,1,0
21563,1,0,0,1
21567,1,0,0,1
21569,1,0,0,1
21604,29946,22327,5522,2097
22101,486344,376992,56628,52724
22102,229455,199404,11716,18335
22103,446945,392739,24553,29653
22131,174062,140616,25451,7995
22132,131650,16874,107164,7612
22133,209640,54345,142562,12733
22134,113671,5599,99788,8284
22135,332591,203618,105086,23887
22136,151434,23172,122154,6108
22137,268096,231604,13103,23389
22201,1,1,0,0
22202,1,1,0,0
22203,289055,235577,26747,26731
22205,74974,67373,3380,4221
22206,126223,59854,57247,9122
22207,376826,247450,83625,45751
22208,149699,103683,39332,6684
22209,320228,160069,127107,33052
22210,506823,420897,27243,58683
22211,303702,72065,207226,24411
22212,205020,132091,59360,13569
22213,404452,190896,183329,30227
22214,355166,295067,25844,34255
22215,192366,65118,111717,15531
22216,204243,80617,109616,14010
22219,91955,80591,1973,9391
22220,122975,97220,12165,13590
22221,134513,94746,31808,7959
22222,184570,115187,45231,24152
22223,125646,93,118593,6960
22224,173057,90,162962,10005
22225,113855,61291,42766,9798
22226,170077,0,160802,9275
22301,48948,44211,973,3764
22302,51275,44141,1041,6093
22304,88511,76687,472,11352
22305,54327,42384,4583,7360
22306,52756,42795,3684,6277
22325,69785,21758,43310,4717
22341,37544,23073,9202,5269
22342,51852,11719,37027,3106
22344,81363,9087,62959,9317
22361,10143,7,1,10135
22381,1,0,0,1
22382,1,1,0,0
22383,3095,0,0,3095
22424,45710,191,42617,2902
22429,88352,73733,4715,9904
22461,73476,20151,45679,7646
22503,275,0,0,275
23101,49757,48514,280,963
23102,20321,17737,1622,962
23103,66520,58357,2601,5562
23104,64532,52284,9636,2612
23105,70372,57183,8673,4516
23106,24928,11322,13334,272
23107,35693,34959,0,734
23108,40307,39356,0,951
23109,23527,23084,0,443
23110,111926,102917,4994,4015
23111,76843,66289,8057,2497
23112,65038,61335,1283,2420
23113,94184,80291,10500,3393
23114,125173,85694,36959,2520
23115,48771,47226,981,564
23116,55779,50759,4296,724
23201,489766,439630,26464,23672
23202,585572,507826,38607,39139
23203,428427,389688,14269,24470
23204,158073,132987,19248,5838
23205,116786,105769,6966,4051
23206,219729,160207,52342,7180
23207,316408,300170,2194,14044
23208,72223,68157,2244,1822
23209,92749,85953,3595,3201
23210,133873,109363,18055,6455
23211,941427,830239,53493,57695
23212,207760,185031,14439,8290
23213,347202,276084,58329,12789
23214,181193,168575,3853,8765
23215,127126,119676,91,7359
23216,120070,110462,4738,4870
23217,107443,76757,26883,3803
23219,177440,154682,11660,11098
23220,223587,206903,7912,8772
23221,355034,328261,835,25938
23222,113882,108516,2521,2845
23223,112717,101175,5974,5568
23224,111518,99734,8954,2830
23225,62024,50928,7807,3289
23226,58166,46722,10685,759
23227,46752,44784,3,1965
23228,43071,32336,9141,1594
23229,68860,50209,16317,2334
23230,83932,77119,4216,2597
23231,281981,256060,7972,17949
23232,133515,126701,0,6814
23233,59884,50536,7176,2172
23234,64057,59072,1113,3872
23235,73495,68326,2129,3040
23236,62649,27376,33648,1625
23237,101628,94357,2542,4729
23238,44745,37285,6244,1216
23302,48050,38868,7523,1659
23342,17168,15722,14,1432
23345,8,8,0,0
23361,36287,543,26872,8872
23362,36075,19608,15599,868
23421,27,25,0,2
23422,22,0,0,22
23423,88,88,0,0
23424,28033,24442,2180,1411
23425,39713,36264,1500,1949
23427,14515,12756,1226,533
23441,63565,59147,1536,2882
23442,78924,74931,868,3125
23445,83741,79288,0,4453
23446,94236,88564,1429,4243
23447,61384,58380,1220,1784
23481,2117,0,0,2117
23482,3676,50,1,3625
23483,1756,0,0,1756
23501,104839,91256,7548,6035
23521,115,14,3,98
23561,102432,91573,2649,8210
23562,59106,54322,256,4528
23563,38470,35056,123,3291
23603,8,0,0,8
24201,795954,617659,61961,116334
24202,436250,342363,51435,42452
24203,263795,205071,28886,29838
24204,542798,386455,52360,103983
24205,231264,187828,14865,28571
24207,369802,307694,20259,41849
24208,176176,125330,17276,33570
24209,51860,42132,466,9262
24210,179898,138185,3843,37870
24211,70120,34940,22916,12264
24212,169382,124778,2559,42045
24214,225527,165039,24263,36225
24215,217521,98310,81602,37609
24216,718394,469923,109637,138834
24302,1,1,0,0
24303,17924,12796,4809,319
24322,4,0,0,4
24324,44447,21133,20076,3238
24341,96131,84218,1693,10220
24343,16663,12403,2958,1302
24344,19189,13947,3710,1532
24382,74,0,0,74
24384,1,0,0,1
24405,2,0,0,2
24422,1,1,0,0
24441,136454,93412,18819,24223
24442,73638,63380,3326,6932
24443,113340,88531,6396,18413
24461,63608,54142,39,9427
24470,104548,52410,6130,46008
24471,78967,64612,2211,12144
24472,137404,100121,1595,35688
24543,101225,82531,4905,13789
24561,73730,42594,12185,18951
24562,94332,69928,4791,19613
25201,376323,293006,45759,37558
25202,216953,178206,10277,28470
25203,479131,318506,102312,58313
25204,152762,110215,25430,17117
25205,66,50,0,16
25206,116673,99715,8541,8417
25207,103395,81449,11057,10889
25208,78333,62273,8739,7321
25209,339505,271742,30767,36996
25210,94099,69367,14420,10312
25211,65331,51347,8845,5139
25212,293443,197657,60299,35487
25213,337109,216682,72768,47659
25214,192098,138893,27790,25415
25361,2,2,0,0
25381,6,1,0,5
25383,115739,81102,19681,14956
25384,39792,19560,13852,6380
25421,1,0,1,0
25425,64093,39393,14715,9985
25441,18876,12127,3461,3288
25442,21523,10169,8383,2971
25443,61125,46683,4920,9522
25502,3,3,0,0
26101,77551,68599,3684,5268
26102,40861,32999,4528,3334
26103,133207,111654,5275,16278
26104,47997,41600,3479,2918
26105,30246,24972,2058,3216
26106,40450,34061,3069,3320
26107,52160,42753,6653,2754
26108,187418,156935,7578,22905
26109,158272,136083,13273,8916
26110,88812,79827,4896,4089
26111,98134,75010,14849,8275
26201,496916,256549,149272,91095
26202,336700,283618,5540,47542
26203,296529,221087,15974,59468
26204,134576,124964,4141,5471
26205,159309,105315,24064,29930
26206,220603,167825,14839,37939
26207,77278,69500,4140,3638
26208,38549,36524,269,1756
26209,62487,58942,894,2651
26210,60517,49797,7050,3670
26211,81235,5643,68036,7556
26212,512098,390533,28123,93442
26213,245213,182137,20365,42711
26214,130226,63681,50841,15704
26303,16170,15029,0,1141
26322,27075,22019,3245,1811
26343,24349,18697,327,5325
26344,39749,31402,223,8124
26364,15315,13344,0,1971
26365,35579,15099,14254,6226
26366,57465,51363,1033,5069
26367,34127,26374,616,7137
26407,184162,132311,12402,39449
26463,63358,52799,659,9900
26465,117092,55293,38567,23232
27102,20821,20275,2,544
27103,22969,22069,60,840
27104,20776,19767,295,714
27106,21582,21047,0,535
27107,20345,4803,15496,46
27108,25056,15197,9547,312
27109,18083,16233,1153,697
27111,15581,12076,3214,291
27113,31612,30363,316,933
27114,45668,43963,0,1705
27115,32476,31738,0,738
27116,61939,59877,0,2062
27117,32387,31152,8,1227
27118,42599,41374,16,1209
27119,38935,36968,0,1967
27120,47851,46212,0,1639
27121,53173,51679,0,1494
27122,48403,43017,4178,1208
27123,45455,37295,6530,1630
27124,33869,29186,2920,1763
27125,32793,28548,3549,696
27126,66427,57835,5307,3285
27127,32766,31337,100,1329
27128,33920,30271,2490,1159
27141,62778,59978,377,2423
27142,77255,72406,768,4081
27143,54067,49908,27,4132
27144,76853,69821,3813,3219
27145,73001,66475,2017,4509
27146,57222,52037,2597,2588
27147,38434,35230,217,2987
27201,1,1,0,0
27202,181891,156037,10388,15466
27203,152640,138373,7911,6356
27204,64949,57780,549,6620
27205,106921,99694,2266,4961
27206,41406,36744,1729,2933
27207,230358,206467,3439,20452
27208,93319,81428,3109,8782
27209,64904,46353,15825,2726
27210,228108,182118,29969,16021
27211,164104,129539,18593,15972
27212,167787,158138,1287,8362
27213,103245,91969,2554,8722
27214,89401,73471,7850,8080
27215,131961,119021,3382,9558
27216,114093,94368,9891,9834
27217,80597,74298,957,5342
27218,71299,65534,1798,3967
27219,156742,131455,9013,16274
27220,83918,65507,10116,8295
27221,65444,60301,0,5143
27222,91235,85097,0,6138
27223,68049,59526,4347,4176
27224,51639,44291,4051,3297
27225,34948,31927,1387,1634
27226,42264,39220,585,2459
27227,269931,248917,8669,12345
27228,69353,58138,3647,7568
27229,43418,23889,14726,4803
27230,62793,57709,564,4520
27231,37809,35000,186,2623
27232,54150,44336,5088,4726
27301,18880,17148,105,1627
27321,34296,28228,1164,4904
27322,57997,42957,7965,7075
27341,12853,11563,0,1290
27361,45555,36950,4730,3875
27362,7213,306,5712,1195
27366,40186,32752,272,7162
27381,26260,22930,61,3269
27382,33204,27752,945,4507
27383,20459,17699,177,2583
28101,52373,39402,9946,3025
28102,45844,25276,18028,2540
28105,38231,16617,20159,1455
28106,47311,41691,3740,1880
28107,62356,49342,9295,3719
28108,95811,80143,10518,5150
28109,235827,146748,63801,25278
28110,35813,9664,24868,1281
28111,210851,98733,86850,25268
28201,673641,470884,135928,66829
28202,183824,151323,23303,9198
28203,170306,63775,94083,12448
28204,186168,148029,20591,17548
28205,213080,167619,15019,30442
28206,28438,21820,5161,1457
28207,100903,78755,11689,10459
28208,78912,55273,14037,9602
28209,549141,421915,53643,73583
28210,285082,108912,143144,33026
28212,110845,85674,13068,12103
28213,105420,66106,27205,12109
28214,141715,110796,19748,11171
28215,215803,92641,90724,32438
28216,78324,8177,59923,10224
28217,120641,88465,22365,9811
28218,114235,19328,76798,18109
28219,169843,104709,37136,27998
28220,184374,103388,56840,24146
28221,290123,222675,24437,43011
28222,211055,145985,35089,29981
28223,341680,140853,155371,45456
28224,237947,76529,122231,39187
28225,190708,81399,84560,24749
28226,293803,198146,50457,45200
28227,228045,22951,163397,41697
28228,158537,72922,64147,21468
28229,236222,143121,67758,25343
28301,63182,35606,16600,10976
28365,85163,34830,39581,10752
28381,62465,14329,38718,9418
28382,28921,23217,3393,2311
28442,54516,8950,36114,9452
28443,56242,7779,38423,10040
28446,58363,7434,39605,11324
28464,56732,47970,5057,3705
28481,87793,42363,31292,14138
28501,236648,162093,41396,33159
28585,187017,130739,25369,30909
28586,139401,112462,6254,20685
28624,1,0,0,1
29201,432668,322590,72484,37594
29202,53893,23332,24418,6143
29203,111315,99902,2459,8954
29204,135018,108148,10251,16619
29205,122366,109868,3016,9482
29206,140777,120255,5843,14679
29207,171940,129243,23452,19245
29208,89156,75506,1993,11657
29209,126786,97620,17208,11958
29210,64362,29062,29548,5752
29211,63027,1978,50317,10732
29212,214728,119402,68429,26897
29322,69558,9281,50931,9346
29342,39809,14674,19641,5494
29343,19313,11018,6810,1485
29344,39128,29269,6463,3396
29345,14209,12460,372,1377
29361,15147,13677,49,1421
29362,11350,10062,0,1288
29363,57403,49706,2026,5671
29382,2,2,0,0
29385,23630,18526,2141,2963
29386,31396,22856,3149,5391
29401,33410,28882,259,4269
29402,33849,18435,10719,4695
29424,18509,13182,3880,1447
29425,19125,10037,6852,2236
29426,39665,6084,28371,5210
29427,22501,10839,8391,3271
29441,60606,13106,37009,10491
29442,42026,4129,34246,3651
29443,45581,19380,19341,6860
29444,14356,5544,6201,2611
29446,22736,9765,8982,3989
29447,10230,7267,367,2596
29449,63624,59030,7,4587
29450,12089,5458,5261,1370
29451,7613,4939,1829,845
29452,32296,29765,144,2387
29453,34057,26497,2845,4715
30201,396119,259198,100296,36625
30202,128754,8662,103468,16624
30203,134689,52279,65423,16987
30204,52893,7206,40443,5244
30205,59615,26096,29026,4493
30206,300924,97793,160145,42986
30207,84117,58856,14615,10646
30208,206130,7574,169028,29528
30209,57458,5,50100,7353
30304,75892,6395,60237,9260
30341,98100,3944,79758,14398
30343,27345,1928,21852,3565
30344,27827,18636,5874,3317
30361,27586,6491,19269,1826
30362,38233,0,33906,4327
30366,159087,11430,129334,18323
30381,13999,0,11951,2048
30382,37933,3,34803,3127
30383,25209,6,22839,2364
30390,64007,18639,40671,4697
30391,66713,21624,36700,8389
30392,82547,5538,69926,7083
30401,85302,46023,27740,11539
30403,8,0,0,8
30404,39076,10235,24142,4699
30406,38452,15800,14983,7669
30421,110361,86034,9090,15237
30422,9631,0,9116,515
30424,51691,40378,4651,6662
30427,6705,2558,3203,944
30428,88326,62660,13709,11957
31201,660653,427410,133798,99445
31202,276528,168377,77939,30212
31203,241372,163512,42965,34895
31204,66818,52972,9617,4229
31302,81591,38815,25648,17128
31325,69567,54285,6532,8750
31328,92061,49249,23674,19138
31329,128493,39333,58400,30760
31364,73918,25454,31487,16977
31368,2615,0,1728,887
31370,87271,6438,66320,14513
31371,107112,33230,52206,21676
31372,72142,3543,54930,13669
31381,1,0,1,0
31384,8561,0,7144,1417
31386,139521,30847,83847,24827
31389,98385,60296,20756,17333
31390,123853,83243,19178,21432
31401,129091,68758,34847,25486
31402,71617,51011,6865,13741
31403,66853,44531,11486,10836
32201,561263,194559,283195,83509
32202,402465,197204,146732,58529
32203,685208,249628,340700,94880
32204,405285,297357,49876,58052
32205,287218,139070,106071,42077
32206,310863,145856,103692,61315
32207,173536,95619,55164,22753
32209,390421,18324,287606,84491
32301,1,0,0,1
32304,6820,1,71,6748
32343,210328,39927,117131,53270
32383,1,0,0,1
32385,2,0,2,0
32386,88518,4751,57830,25937
32441,40659,2006,31129,7524
32448,81550,1804,61978,17768
32449,227622,57793,118986,50843
32501,138815,86804,33712,18299
32503,1,0,0,1
32505,90941,52500,22754,15687
32525,27840,1873,19769,6198
32526,23056,4455,13561,5040
32527,8859,40,6562,2257
32528,121956,19338,77845,24773
33101,508951,271757,230473,6721
33102,134772,73173,59547,2052
33103,218451,43133,171743,3575
33104,179184,45059,132638,1487
33201,108752,1005,2860,104887
33202,747102,247648,408770,90684
33203,465017,516,376201,88300
33204,137749,78997,41949,16803
33205,223880,38,183364,40478
33207,286854,0,243201,43653
33208,224892,928,180719,43245
33209,402376,21829,314962,65585
33210,365137,181558,132270,51309
33211,153443,15,119035,34393
33212,176738,375,146765,29598
33213,210584,1866,170537,38181
33214,452908,20534,355264,77110
33215,327398,45,258177,69176
33216,121654,2,100601,21051
33303,8982,135,2,8845
33321,8241,0,12,8229
33322,1,0,0,1
33323,1,0,1,0
33346,100027,58,77767,22202
33423,19007,0,16744,2263
33445,26435,2140,20445,3850
33461,98529,0,80366,18163
33586,13660,24,9748,3888
33606,149866,162,116528,33176
33622,65135,3572,50109,11454
33623,58461,4099,42949,11413
33643,20905,0,16263,4642
33645,1,0,1,0
33646,4,0,3,1
33663,90413,6,71722,18685
33666,219281,33,179097,40151
33681,205827,103,169645,36079
34101,35979,29036,5587,1356
34102,90830,72678,8296,9856
34103,73329,47591,17042,8696
34104,82520,62814,11484,8222
34105,243849,198373,19991,25485
34106,429612,350716,18797,60099
34107,119642,88902,13950,16790
34108,193666,117591,43004,33071
34202,558309,288871,178421,91017
34203,124123,99823,7288,17012
34204,452799,181962,197120,73717
34205,521163,403984,60306,56873
34207,851672,402056,323764,125852
34208,210951,132093,44938,33920
34209,524701,123885,289591,111225
34210,539016,242630,171280,125106
34211,51220,7246,33519,10455
34212,713382,39294,533955,140133
34213,213484,118560,59947,34977
34214,390354,63601,246815,79938
34215,152869,7352,114842,30675
34302,29613,23385,3262,2966
34304,37235,32422,445,4368
34307,63326,2402,52736,8188
34309,28397,24555,575,3267
34368,132032,15,100627,31390
34369,368191,69776,227767,70648
34402,1,1,0,0
34431,50855,26654,17922,6279
34462,211638,10525,151694,49419
34545,236133,57164,126709,52260
35201,555727,181557,276850,97320
35202,295870,203919,42021,49930
35203,581266,284978,166778,129510
35204,350133,37665,240426,72042
35206,227793,13042,158924,55827
35207,96224,67285,14539,14400
35208,556861,23371,414771,118719
35210,113279,0,92507,20772
35211,205466,32044,133805,39617
35212,155005,4618,114819,35568
35213,239427,93326,100576,45525
35215,375244,211497,85965,77782
35216,128277,157,102163,25957
35305,200249,38,158941,41270
35321,11332,0,8992,2340
35341,28449,0,23083,5366
35343,64556,0,52158,12398
35344,50206,0,39075,11131
35421,1,0,0,1
35461,1695,8,0,1687
35462,4130,0,1,4129
35502,53491,23,43233,10235
35504,3456,0,0,3456
36201,332307,198181,95174,38952
36202,144409,60422,59145,24842
36203,80244,20590,49207,10447
36204,279048,222434,20640,35974
36205,149372,1198,121722,26452
36206,189487,18932,136631,33924
36207,226847,48789,128607,49451
36208,287689,133477,105865,48347
36301,47509,33944,5859,7706
36302,35036,6147,22894,5995
36321,34948,25876,2934,6138
36341,62841,17122,37439,8280
36342,109201,79407,13260,16534
36368,138311,67988,46518,23805
36383,25230,20895,1518,2817
36387,51965,40466,3846,7653
36388,85498,58593,14085,12820
36401,20699,285,15493,4921
36402,23582,665,18568,4349
36403,47388,41347,3142,2899
36404,50440,9698,32173,8569
36405,52006,22917,19745,9344
36422,3,0,3,0
36466,1,0,1,0
36468,103707,13546,67130,23031
36489,101750,45435,41514,14801
37201,650010,81881,455415,112714
37202,230944,99143,93167,38634
37203,152711,122678,9520,20513
37204,67081,408,52547,14126
37205,180920,82988,69633,28299
37206,192955,2,148247,44706
37207,138723,0,99150,39573
37208,352372,0,277868,74504
37322,95218,27,77687,17504
37324,96839,3559,74230,19050
37341,104678,46973,37775,19930
37364,9076,0,7369,1707
37381,1,0,1,0
37386,16485,9563,5517,1405
37387,121862,557,89787,31518
37403,20373,14134,3494,2745
37404,56488,37203,11088,8197
37406,127832,12455,90461,24916
38201,678933,311892,239526,127515
38202,589612,154807,331781,103024
38203,407339,182100,150547,74692
38204,153616,9176,115889,28551
38205,180728,153521,6668,20539
38206,347439,37497,235079,74863
38207,339892,85512,203241,51139
38209,15,0,1,14
38210,214681,0,161474,53207
38213,263902,28961,173863,61078
38214,430025,0,356020,74005
38215,130694,35,100839,29820
38302,1,0,0,1
38356,47721,3184,37030,7507
38385,1,0,1,0
38386,218405,24,178246,40135
38401,42590,2328,32721,7541
38402,81404,0,64399,17005
38404,1,0,1,0
38422,188249,173,152871,35205
38442,138708,0,112939,25769
38484,51152,0,39242,11910
38488,124900,0,93368,31532
38506,156238,0,126770,29468
39201,537476,374774,108948,53754
39202,100626,80052,7551,13023
39203,139359,113307,4568,21484
39204,201690,148511,22006,31173
39205,153304,127368,7065,18871
39206,119079,99504,6609,12966
39208,144808,97793,23633,23382
39209,112271,74535,20874,16862
39210,328711,214255,63933,50523
39211,169787,112091,27083,30613
39212,296520,183999,57358,55163
39301,25596,19324,3244,3028
39302,20122,1024,13412,5686
39303,10803,49,7450,3304
39304,40599,27215,7359,6025
39305,31711,14076,12120,5515
39306,13304,1714,8984,2606
39307,34149,14791,13608,5750
39341,58949,18747,33355,6847
39344,143235,25998,84106,33131
39363,81914,14556,53689,13669
39364,7895,0,6812,1083
39383,10069,1,0,10068
39386,193530,95772,69634,28124
39387,216039,2537,176955,36547
39401,58954,28808,20491,9655
39402,100444,8169,70774,21501
39403,133532,94487,25598,13447
39405,74343,16,63432,10895
39410,45175,1635,35916,7624
39411,106175,332,79005,26838
39412,211114,69680,109144,32290
39424,50667,23999,19455,7213
39427,29658,180,18866,10612
39428,128415,82019,24243,22153
40101,104743,89896,5132,9715
40103,85267,13549,60908,10810
40105,26268,24728,97,1443
40106,92644,86004,1312,5328
40107,236347,173443,35568,27336
40108,51425,41524,7266,2635
40109,197033,160567,22903,13563
40131,141590,121780,11544,8266
40132,89531,82121,1765,5645
40133,40401,32868,5217,2316
40134,103319,96185,2091,5043
40135,152938,126139,16117,10682
40136,54231,47164,4305,2762
40137,123557,56094,53404,14059
40202,164211,127493,23117,13601
40203,456982,121619,278646,56717
40204,114231,95453,7859,10919
40205,235113,16681,195507,22925
40206,85691,54476,22024,9191
40207,129888,6274,104104,19510
40210,369007,119,345551,23337
40211,82566,27939,46436,8191
40212,85930,62697,13466,9767
40213,132339,11703,94753,25883
40214,94039,0,76896,17143
40215,43295,520,41360,1415
40216,92747,49237,35347,8163
40217,107064,1974,91641,13449
40218,41939,9675,29851,2413
40219,46903,0,45490,1413
40220,144877,7976,129676,7225
40221,60794,5838,54218,738
40223,78026,64612,5806,7608
40224,83873,2001,71229,10643
40225,126860,4,102381,24475
40226,141560,100528,18831,22201
40227,125018,432,96468,28118
40228,239934,106926,97246,35762
40229,133710,9155,102154,22401
40230,236304,1386,200861,34057
40231,60972,6317,48935,5720
40305,353,0,0,353
40341,39086,0,33813,5273
40342,36496,92,29875,6529
40343,23263,0,19830,3433
40344,28704,5,24825,3874
40345,38593,31317,2255,5021
40348,24291,7,21570,2714
40349,32053,0,25939,6114
40381,13091,130,12354,607
40382,20922,3,20481,438
40383,51405,130,48980,2295
40384,33125,15,32573,537
40401,24693,19962,2123,2608
40402,295,0,253,42
40421,30467,0,25209,5258
40444,5,0,0,5
40447,84107,32986,38864,12257
40448,27903,2,23280,4621
40463,2,1,1,0
40483,1,0,1,0
40503,36089,0,30688,5401
40522,38835,0,35853,2982
40541,19789,0,8242,11547
40543,13171,0,16,13155
40544,56864,0,48520,8344
40545,6166,0,0,6166
40546,7190,0,10,7180
40601,38166,20171,12210,5785
40602,65524,44693,10223,10608
40604,12200,2705,8101,1394
40605,37474,0,32898,4576
40608,20577,14877,3133,2567
40609,19811,5373,10442,3996
40610,48310,11455,30637,6218
40621,49389,9504,30355,9530
40625,117413,66,88421,28926
40641,3,0,0,3
40642,12915,0,10448,2467
40646,50778,0,39667,11111
40647,95181,3325,70360,21496
41201,408667,47097,316960,44610
41202,565162,835,464301,100026
41203,103428,3226,83446,16756
41204,86190,619,76648,8923
41205,288709,6781,240950,40978
41206,238561,7,212483,26071
41207,121780,0,101018,20762
41208,115293,0,97585,17708
41209,149330,2172,130698,16460
41210,115924,7237,89750,18937
41302,3111,0,1,3110
41303,1796,0,7,1789
41304,2056,0,3,2053
41324,2,0,1,1
41327,43178,27,35604,7547
41341,25385,57,19999,5329
41345,16561,111,13321,3129
41346,68232,3001,52244,12987
41364,1,0,0,1
41387,58018,0,47901,10117
41401,76682,654,63539,12489
41423,13959,20,11756,2183
41424,25100,125,21508,3467
41425,85361,1185,68089,16087
41441,55655,0,49259,6396
41443,2,0,0,2
42201,638308,344497,230504,63307
42202,622621,400233,167849,54539
42203,122492,55094,52314,15084
42204,382563,26985,294059,61519
42205,147965,46570,88442,12953
42206,14,0,0,14
42207,252704,102344,118553,31807
42208,178521,50574,102862,25085
42209,201298,69312,109780,22206
42210,244226,300,205296,38630
42211,261460,108739,115909,36812
42212,248600,0,207573,41027
42213,244513,4287,197794,42432
42214,283462,29023,195191,59248
42307,52573,1504,44374,6695
42308,43518,779,36881,5858
42321,68431,12,61432,6987
42322,46112,2,39449,6661
42323,60733,2920,50765,7048
42342,1,0,1,0
42382,2,0,1,1
42383,28161,200,23050,4911
42388,4335,0,0,4335
42389,2450,0,2,2448
42391,43602,93,36164,7345
42411,149070,0,129356,19714
42421,1,0,1,0
43101,83687,65165,14847,3675
43102,105800,24082,75091,6627
43103,147630,132431,2409,12790
43104,201611,108061,77778,15772
43105,202336,126290,62145,13901
43201,8736,72,24,8640
43202,394663,223186,132094,39383
43203,95906,0,84738,11168
43204,89987,1954,78149,9884
43205,76522,0,67660,8862
43206,191971,731,170538,20702
43208,249100,11756,208026,29318
43210,184304,33900,128024,22380
43211,83259,4162,68810,10287
43212,137282,3,121635,15644
43213,209663,368,186027,23268
43214,130977,19337,93934,17706
43215,534939,1760,470630,62549
43216,73844,310,66501,7033
43322,1,0,0,1
43348,114864,0,100182,14682
43361,1,0,0,1
43364,24592,0,21886,2706
43365,1,0,1,0
43367,74113,0,66318,7795
43368,30771,194,28206,2371
43369,99427,0,89175,10252
43385,1,1,0,0
43403,71688,1533,63785,6370
43404,47483,1734,43048,2701
43422,3,0,3,0
43423,34254,9763,19691,4800
43424,55974,24664,23742,7568
43425,18651,8,15308,3335
43427,1,1,0,0
43428,58653,14313,36328,8012
43430,1,0,0,1
43432,25961,1010,21949,3002
43433,66439,10,57412,9017
43441,89927,76794,4802,8331
43442,27292,19068,6095,2129
43443,76713,64668,6478,5567
43444,59038,0,51808,7230
43447,262676,125007,104238,33431
43463,1,0,1,0
43468,33245,7,28104,5134
43482,113603,1,95781,17821
43484,26832,0,23881,2951
43501,52370,0,47227,5143
43505,53781,28530,18511,6740
43506,18739,0,16185,2554
43507,17495,1,14964,2530
43510,33794,0,29719,4075
43511,16505,9511,6271,723
43512,28376,4,24773,3599
43513,52492,0,47766,4726
43514,66814,15,60139,6660
43531,52374,0,46583,5791
44201,699697,536254,97664,65779
44202,129333,106231,12062,11040
44203,338294,188594,102965,46735
44204,289584,2203,253813,33568
44205,379681,85688,234003,59990
44206,287946,234383,21678,31885
44207,98852,74151,14624,10077
44208,332986,196956,87768,48262
44209,198876,708,171120,27048
44210,237703,99769,103307,34627
44211,400401,303581,37650,59170
44212,420443,198090,170980,51373
44213,187569,1849,152669,33051
44214,291379,8558,234090,48731
44321,1,1,0,0
44322,11499,11,9069,2419
44341,86739,26241,50123,10375
44461,79319,29235,39520,10564
44462,108185,61832,31875,14478
44501,1,1,0,0
